Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
A0A2U1M9Z3,55,,HD-ZIP protein,Artemisia annua (Sweet wormwood),35608,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A178WKR8,55,839587,(thale cress) hypothetical protein,Arabidopsis thaliana (Mouse-ear cress),3702,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A2U1L0I8,55,,Helix-turn-helix motif-containing protein,Artemisia annua (Sweet wormwood),35608,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
S8CB32,56,,Homeobox domain-containing protein,Genlisea aurea,192259,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
I1LZD7,56,100778007,Homeobox domain-containing protein,Glycine max (Soybean) (Glycine hispida),3847,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
S8D9W8,55,,Homeobox domain-containing protein,Genlisea aurea,192259,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A2Z7BW59,55,,Homeobox-leucine zipper protein ATHB-51,Dorcoceras hygrometricum,472368,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A2Z6ZYE9,55,,Homeobox-leucine zipper protein ATHB-51,Dorcoceras hygrometricum,472368,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2K3MQC8,55,,Homeobox-leucine zipper protein ATHB-51-like,Trifolium pratense (Red clover),57577,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A392RRL0,56,,Homeobox-leucine zipper protein ATHB-51-like,Trifolium medium,97028,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A178UEZ7,54,,LMI1,Arabidopsis thaliana (Mouse-ear cress),3702,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A5S9X4P5,65,818233,Homeobox domain-containing protein,Arabidopsis thaliana (Mouse-ear cress),3702,DNA binding,nan,Nucleus
S8D515,55,,Homeobox domain-containing protein,Genlisea aurea,192259,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A2Z7CVX3,53,,Homeobox-leucine zipper protein ATHB-12,Dorcoceras hygrometricum,472368,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
M0S0D6,53,,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,sequence-specific DNA binding,"positive regulation of transcription, DNA-templated",Nucleus
M0S125,57,,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
I1JYL0,54,,Homeobox domain-containing protein,Glycine max (Soybean) (Glycine hispida),3847,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
A0A2Z7CAH9,53,,Homeobox domain-containing protein,Dorcoceras hygrometricum,472368,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A2U1KG79,53,,HD-ZIP protein,Artemisia annua (Sweet wormwood),35608,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A654F7Q4,55,819280,Homeobox domain-containing protein,Arabidopsis thaliana (Mouse-ear cress),3702,sequence-specific DNA binding,"regulation of transcription, DNA-templated",Nucleus
A0A0J8B8M1,56,,Homeobox domain-containing protein,Beta vulgaris subsp. vulgaris (Beet),3555,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
Q7XUJ5,56,4336542,Homeobox-leucine zipper protein HOX22,Oryza sativa subsp. japonica (Rice),39947,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
A0A178WF45,55,10723019,HB54,Arabidopsis thaliana (Mouse-ear cress),3702,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A2Z7AIT4,54,,Homeobox-leucine zipper protein ATHB-40,Dorcoceras hygrometricum,472368,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
S8C296,54,,Homeobox domain-containing protein,Genlisea aurea,192259,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2Z6ZU94,54,,Hd-zip protein athb-40,Dorcoceras hygrometricum,472368,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2K3KZN8,56,,Homeobox-leucine zipper protein ATHB-40-like,Trifolium pratense (Red clover),57577,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
I1LHN6,56,100810736,Homeobox domain-containing protein,Glycine max (Soybean) (Glycine hispida),3847,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
K7K6N9,55,100803948,Homeobox domain-containing protein,Glycine max (Soybean) (Glycine hispida),3847,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
A0A5S9XZ95,54,,Homeobox domain-containing protein,Arabidopsis thaliana (Mouse-ear cress),3702,DNA binding,nan,Nucleus
A0A654EV92,54,,Homeobox domain-containing protein,Arabidopsis thaliana (Mouse-ear cress),3702,DNA binding,nan,Nucleus
A0A178ULJ9,55,836803,HB53,Arabidopsis thaliana (Mouse-ear cress),3702,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
M0SNS2,56,,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
M0TKT5,41,,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
Q10QF2,55,4331956,Homeobox-leucine zipper protein HOX12,Oryza sativa subsp. japonica (Rice),39947,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
M0S272,55,,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
Q7XI85,55,4343726,Homeobox-leucine zipper protein HOX14,Oryza sativa subsp. japonica (Rice),39947,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
A0A5P1FF77,55,,Homeobox domain-containing protein,Asparagus officinalis (Garden asparagus),4686,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
M0TV69,55,103995787,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
M0SLT4,55,103980830,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
A0A2U1KK76,55,,"Leucine zipper, homeobox-associated, Homeodomain-like protein",Artemisia annua (Sweet wormwood),35608,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A2U1Q8G3,55,,HD-ZIP protein,Artemisia annua (Sweet wormwood),35608,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
I1KDP7,54,100781030,Homeobox domain-containing protein,Glycine max (Soybean) (Glycine hispida),3847,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
A0A2U1L7L7,53,,Helix-turn-helix motif-containing protein,Artemisia annua (Sweet wormwood),35608,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2Z7BVW7,55,,Homeobox-leucine zipper protein ATHB-52-like,Dorcoceras hygrometricum,472368,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
S8DIH0,55,,Homeobox domain-containing protein,Genlisea aurea,192259,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2Z7CWD4,56,,Homeobox-leucine zipper protein ATHB-52-like,Dorcoceras hygrometricum,472368,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2U1LC89,57,,HD-ZIP protein,Artemisia annua (Sweet wormwood),35608,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A178UF51,57,,HB52,Arabidopsis thaliana (Mouse-ear cress),3702,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
S8D1H6,54,,Homeobox domain-containing protein,Genlisea aurea,192259,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A2K3PME3,56,,Homeobox-leucine zipper protein HAT22-like,Trifolium pratense (Red clover),57577,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A178VZE8,56,816811,HAT9,Arabidopsis thaliana (Mouse-ear cress),3702,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A2U1NHP9,56,,"Leucine zipper, homeobox-associated, Homeodomain-like protein",Artemisia annua (Sweet wormwood),35608,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
M0TBW6,56,103989598,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
M0TL89,56,103993103,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
M0SK52,56,103980359,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
D8RD82,56,9657032,Homeobox domain-containing protein,Selaginella moellendorffii (Spikemoss),88036,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A388K123,56,,Homeobox domain-containing protein,Chara braunii (Braun's stonewort),69332,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A2Z7CDR1,56,,HD-ZIP protein,Dorcoceras hygrometricum,472368,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
M0RW75,56,103985670,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
M0SCP1,56,,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A2U1KNI3,56,,"Homeobox, conserved site-containing protein",Artemisia annua (Sweet wormwood),35608,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
Q7XC54,56,4349388,Homeobox-leucine zipper protein HOX1,Oryza sativa subsp. japonica (Rice),39947,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A2U1PPU2,56,,HD-ZIP protein,Artemisia annua (Sweet wormwood),35608,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
M0TST3,56,,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A2K3PE04,56,,Homeobox-leucine zipper protein HAT22-like,Trifolium pratense (Red clover),57577,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
K7KEF0,56,100798480,Homeobox domain-containing protein,Glycine max (Soybean) (Glycine hispida),3847,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
I1L615,56,100804456,Homeobox domain-containing protein,Glycine max (Soybean) (Glycine hispida),3847,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A654FQ84,56,,Uncharacterized protein,Arabidopsis thaliana (Mouse-ear cress),3702,sequence-specific DNA binding,"regulation of transcription, DNA-templated",Nucleus
A0A5S9XTK5,56,,Uncharacterized protein,Arabidopsis thaliana (Mouse-ear cress),3702,sequence-specific DNA binding,"regulation of transcription, DNA-templated",Nucleus
A0A2K3NVN7,56,,Homeobox-leucine zipper protein HAT4-like,Trifolium pratense (Red clover),57577,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A2U1M1D3,56,,HD-ZIP protein,Artemisia annua (Sweet wormwood),35608,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
S8BXA1,56,,Homeobox domain-containing protein,Genlisea aurea,192259,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A2Z7BD95,56,,Homeobox domain-containing protein,Dorcoceras hygrometricum,472368,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
S8BZA7,54,,Homeobox domain-containing protein,Genlisea aurea,192259,DNA binding,nan,Nucleus
A0A2U1PTB6,55,,HD-ZIP protein,Artemisia annua (Sweet wormwood),35608,DNA binding,nan,Nucleus
