Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
A0A6J1STE3,161,,GTP-binding protein Rhes-like,Frankliniella occidentalis (Western flower thrips) (Euthrips occidentalis),133901,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6J1TG52,161,,ras-related and estrogen-regulated growth inhibitor-like,Frankliniella occidentalis (Western flower thrips) (Euthrips occidentalis),133901,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6J8AMX5,161,,RHEB,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding","positive regulation of TOR signaling, signal transduction",Other locations
A0A6J8BQ84,161,,RERG,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6J8BXC4,161,,Uncharacterized protein,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",signal transduction,Other locations
A7RQA3,161,,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,"GTPase activity, GTP binding",signal transduction,Other locations
A7RY50,161,5515571,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,"GDP binding, GTPase activity, GTP binding","positive regulation of TOR signaling, small GTPase mediated signal transduction",Plasma Membrane
A9UQV9,161,5888021,Uncharacterized protein,Monosiga brevicollis (Choanoflagellate),81824,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
B3RTD8,161,6751887,Uncharacterized protein,Trichoplax adhaerens (Trichoplax reptans),10228,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
B3S5R4,161,6756792,Uncharacterized protein,Trichoplax adhaerens (Trichoplax reptans),10228,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
B4QBI6,161,6736010,GD11831,Drosophila simulans (Fruit fly),7240,"G protein activity, GTP binding","germ-line stem cell population maintenance, Rap protein signal transduction",Endosome
B7PDB0,161,8028224,"GTP-binding protein di-Ras2, putative",Ixodes scapularis (Black-legged tick) (Deer tick),6945,"GDP binding, GTPase activity, GTP binding, sphingomyelin phosphodiesterase activity",signal transduction,Plasma Membrane
B7PF10,161,,GTP-binding protein Rheb,Ixodes scapularis (Black-legged tick) (Deer tick),6945,"GDP binding, GTPase activity, GTP binding, sphingomyelin phosphodiesterase activity",small GTPase mediated signal transduction,Plasma Membrane
C3XQ95,161,,Neuroblastoma RAS viral oncogene-like protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
C3YW62,161,,Uncharacterized protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
C3ZMJ1,161,,Uncharacterized protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
C3ZXS6,161,,Uncharacterized protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"GTPase activity, GTP binding",signal transduction,Other locations
C3ZY10,161,,Uncharacterized protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"GTPase activity, GTP binding",signal transduction,Other locations
C4LU06,161,3411114,Ras family GTPase,Entamoeba histolytica,5759,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
C4MA96,161,3403989,Ras family GTPase,Entamoeba histolytica,5759,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
C4MAI1,161,3403195,Ras family GTPase,Entamoeba histolytica,5759,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
C4R346,161,8198975,Uncharacterized protein,Komagataella phaffii (strain GS115 / ATCC 20864) (Yeast) (Pichia pastoris),644223,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
C4WSY3,161,100158962,ACYPI000378 protein,Acyrthosiphon pisum (Pea aphid),7029,"GTPase activity, GTP binding",signal transduction,Other locations
D5GGL3,161,9181713,Uncharacterized protein,Tuber melanosporum (strain Mel28) (Perigord black truffle),656061,"GTPase activity, GTP binding",nan,nan
D8Q561,161,9596340,Uncharacterized protein,Schizophyllum commune (strain H4-8 / FGSC 9210) (Split gill fungus),578458,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
E0VEI8,161,8234209,"GTP-binding protein Di-Ras2, putative",Pediculus humanus subsp. corporis (Body louse),121224,"GTPase activity, GTP binding, sphingomyelin phosphodiesterase activity",signal transduction,Other locations
E3KSN6,161,10527574,Ras family protein,Puccinia graminis f. sp. tritici (strain CRL 75-36-700-3 / race SCCL) (Black stem rust fungus),418459,"GDP binding, GTPase activity, GTP binding",small GTPase mediated signal transduction,Plasma Membrane
E4XG68,161,,Uncharacterized protein,Oikopleura dioica (Tunicate),34765,"GTPase activity, GTP binding",signal transduction,Other locations
E9GIA3,161,,Uncharacterized protein,Daphnia pulex (Water flea),6669,"GDP binding, G protein activity, GTPase activity, GTP binding","negative regulation of cell migration, Rap protein signal transduction","Endosome, Plasma Membrane"
F4NT72,161,18244062,Uncharacterized protein,Batrachochytrium dendrobatidis (strain JAM81 / FGSC 10211) (Frog chytrid fungus),684364,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
F4NVR2,161,18241872,Uncharacterized protein,Batrachochytrium dendrobatidis (strain JAM81 / FGSC 10211) (Frog chytrid fungus),684364,"GDP binding, GTPase activity, GTP binding",small GTPase mediated signal transduction,Plasma Membrane
F4P7T4,161,18236761,Uncharacterized protein,Batrachochytrium dendrobatidis (strain JAM81 / FGSC 10211) (Frog chytrid fungus),684364,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
F4RA71,161,18927316,Uncharacterized protein,Melampsora larici-populina (strain 98AG31 / pathotype 3-4-7) (Poplar leaf rust fungus),747676,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
F6S569,161,100179217,Uncharacterized protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"GDP binding, GTPase activity, GTP binding",small GTPase mediated signal transduction,Plasma Membrane
F6SBR0,161,100185814,Uncharacterized protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"GDP binding, GTPase activity, GTP binding","negative regulation of cell migration, Rap protein signal transduction",Plasma Membrane
G4NJ72,161,2682327,Uncharacterized protein,Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Pyricularia oryzae),242507,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
H3FNH5,161,,Drn-1,Pristionchus pacificus (Parasitic nematode),54126,"GDP binding, GTPase activity, GTP binding",signal transduction,Plasma Membrane
H3GA69,161,,Uncharacterized protein,Phytophthora ramorum (Sudden oak death agent),164328,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
J9JJL2,161,100158929,Uncharacterized protein,Acyrthosiphon pisum (Pea aphid),7029,"GTPase activity, GTP binding",signal transduction,Other locations
J9JYG9,161,,Uncharacterized protein,Acyrthosiphon pisum (Pea aphid),7029,"GTPase activity, GTP binding",signal transduction,Other locations
J9JYR3,161,100164579,Uncharacterized protein,Acyrthosiphon pisum (Pea aphid),7029,"GTPase activity, GTP binding",signal transduction,Other locations
J9K9E9,161,100168901,Uncharacterized protein,Acyrthosiphon pisum (Pea aphid),7029,"GTPase activity, GTP binding",signal transduction,Other locations
K1PKX3,161,105346265,Ras-like protein family member 11B,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),29159,"GTPase activity, GTP binding",signal transduction,Other locations
K1QBV0,161,105342031,Ras-related and estrogen-regulated growth inhibitor,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),29159,"GTPase activity, GTP binding",signal transduction,Other locations
L8GYP5,161,14919206,Ras subfamily protein,Acanthamoeba castellanii str. Neff,1257118,"GTPase activator activity, GTPase activity, GTP binding","positive regulation of GTPase activity, regulation of small GTPase mediated signal transduction, signal transduction",Other locations
L8HB60,161,14922509,PH domain containing protein,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",signal transduction,Other locations
M2XFE0,161,17087575,Small GTP-binding protein of Ras family,Galdieria sulphuraria (Red alga),130081,"GTPase activity, GTP binding",signal transduction,"Chloroplast, Other locations"
M5GA40,161,,Ras-domain-containing protein,Dacryopinax primogenitus (strain DJM 731) (Brown rot fungus),1858805,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
M7BG25,161,,Cadherin-16,Chelonia mydas (Green sea-turtle) (Chelonia agassizi),8469,"calcium ion binding, GTPase activity, GTP binding","homophilic cell adhesion via plasma membrane adhesion molecules, signal transduction",Plasma Membrane
N1PBA1,161,,Uncharacterized protein,Capitella teleta (Polychaete worm),283909,"GTPase activity, GTP binding",signal transduction,Other locations
O94363,161,2540853,GTP-binding protein rhb1,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812,"GDP binding, GTPase activity, GTP binding","positive regulation of L-arginine import across plasma membrane, small GTPase mediated signal transduction","Cytosol, Nucleus, Plasma Membrane"
P01119,161,854268,Ras-like protein 1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292,"GDP binding, G protein activity, GTPase activity, GTP binding","adenylate cyclase-activating G protein-coupled receptor signaling pathway, positive regulation of adenylate cyclase activity, protein localization to bud neck, Ras protein signal transduction","Nucleus, Plasma Membrane, Other locations"
P01120,161,855625,Ras-like protein 2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292,"GDP binding, G protein activity, GTPase activity, GTP binding","activation of adenylate cyclase activity, ascospore formation, cytoplasm to vacuole transport by the Cvt pathway, macroautophagy, positive regulation of adenylate cyclase activity, positive regulation of pseudohyphal growth, positive regulation of transcription by galactose, protein localization to bud neck, Ras protein signal transduction, regulation of cytoplasmic mRNA processing body assembly, regulation of protein localization","Endoplasmic reticulum, Mitochondrion, Nucleus, Plasma Membrane, Other locations"
Q0V963,161,567084,Small monomeric GTPase,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"GDP binding, G protein activity, GTPase activity, GTP binding","fin regeneration, signal transduction",Plasma Membrane
Q26560,161,,Psmras1,Schistosoma mansoni (Blood fluke),6183,"GTPase activity, GTP binding",signal transduction,Other locations
Q3LS71,161,4763334,Ras family protein,Trichomonas vaginalis,5722,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
Q55CA9,161,8617541,Ras-like protein rasZ,Dictyostelium discoideum (Slime mold),44689,"GDP binding, G protein activity, GTPase activity, GTP binding","Ras protein signal transduction, response to bacterium, sexual reproduction",Plasma Membrane
Q7PYE6,161,1281224,AGAP001902-PA,Anopheles gambiae (African malaria mosquito),7165,"GDP binding, GTPase activity, GTP binding",small GTPase mediated signal transduction,Plasma Membrane
Q7SEQ0,161,3880678,Krev-1,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987),367110,"GDP binding, GTPase activity, GTP binding",signal transduction,Plasma Membrane
R4XF39,161,,Uncharacterized protein,Taphrina deformans (strain PYCC 5710 / ATCC 11124 / CBS 356.35 / IMI 108563 / JCM 9778 / NBRC 8474) (Peach leaf curl fungus) (Lalaria deformans),1097556,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
R7TDR1,161,,Uncharacterized protein,Capitella teleta (Polychaete worm),283909,"GTPase activity, GTP binding","positive regulation of TOR signaling, signal transduction",Other locations
R7URS2,161,,Uncharacterized protein,Capitella teleta (Polychaete worm),283909,"GTPase activity, GTP binding",signal transduction,Other locations
R7VAG5,161,,Uncharacterized protein,Capitella teleta (Polychaete worm),283909,"GTPase activity, GTP binding",signal transduction,Other locations
S4RF86,161,,Uncharacterized protein,Petromyzon marinus (Sea lamprey),7757,"GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
T1ELR4,161,20197514,Uncharacterized protein,Helobdella robusta (Californian leech),6412,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
T1FZS3,161,20214321,Uncharacterized protein,Helobdella robusta (Californian leech),6412,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
T1G7W5,161,20217162,Uncharacterized protein,Helobdella robusta (Californian leech),6412,"GDP binding, GTPase activity, GTP binding","epidermal growth factor receptor signaling pathway, Ras protein signal transduction",Plasma Membrane
T1KCJ8,161,,Uncharacterized protein,Tetranychus urticae (Two-spotted spider mite),32264,"GTPase activity, GTP binding",signal transduction,Other locations
V4AAP0,161,20235540,Uncharacterized protein,Lottia gigantea (Giant owl limpet),225164,"GTPase activity, GTP binding",signal transduction,Other locations
V4AS15,161,20229820,Uncharacterized protein,Lottia gigantea (Giant owl limpet),225164,"GTPase activity, GTP binding",signal transduction,Other locations
V4CK06,161,20246011,Uncharacterized protein,Lottia gigantea (Giant owl limpet),225164,"GTPase activity, GTP binding",signal transduction,Other locations
W2TUP0,161,25341486,Ras family protein,Necator americanus (Human hookworm),51031,"GTPase activity, GTP binding",signal transduction,Other locations
A0A016SA03,162,,Uncharacterized protein,Ancylostoma ceylanicum,53326,"GTPase activity, GTP binding",signal transduction,Other locations
A0A024FZL9,162,,Uncharacterized protein,Albugo candida,65357,"GTPase activity, GTP binding",signal transduction,Other locations
A0A058Z461,162,20529062,Ras-like protein,Fonticula alba (Slime mold),691883,"GTPase activity, GTP binding",signal transduction,Other locations
A0A058Z7K2,162,20528621,Protein Ras-2,Fonticula alba (Slime mold),691883,"GTPase activity, GTP binding",signal transduction,Other locations
A0A058ZBY8,162,20526074,"Ras family, other",Fonticula alba (Slime mold),691883,"GTPase activity, GTP binding",signal transduction,Other locations
A0A058ZG18,162,20525570,Ras-like protein Ral-A,Fonticula alba (Slime mold),691883,"GTPase activity, GTP binding",signal transduction,Other locations
A0A067MZR2,162,,Uncharacterized protein,Botryobasidium botryosum FD-172 SS1,930990,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
