Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
A0A177AYV4,171,,GTP-binding protein RHO1,Intoshia linei,1819745,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A177B656,171,,GTP-binding protein rho4,Intoshia linei,1819745,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A178UDV3,171,834637,ROP7,Arabidopsis thaliana (Mouse-ear cress),3702,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1D2VLT2,171,30966507,Ras-domain-containing protein,Ascoidea rubescens DSM 1968,1344418,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1D5PAR0,171,416848,Uncharacterized protein,Gallus gallus (Chicken),9031,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cell migration, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
A0A1I8ITT6,171,,Cell division control protein 42 homolog,Macrostomum lignano,282301,"G protein activity, GTP binding",small GTPase mediated signal transduction,Plasma Membrane
A0A1P6CD37,171,6099819,BMA-CHW-1,Brugia malayi (Filarial nematode worm),6279,"GTPase activity, GTP binding","establishment or maintenance of cell polarity, small GTPase mediated signal transduction, vulval development",nan
A0A1S3IUJ3,171,106167605,cell division control protein 42 homolog,Lingula unguis,7574,"GTPase activity, GTP binding","cell division, small GTPase mediated signal transduction",nan
A0A1U7LWZ8,171,,GTP-binding protein rho4,Neolecta irregularis (strain DAH-3),1198029,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1Y1UV31,171,,Cell division control protein 42 homolog,Piromyces finnis,1754191,"G protein activity, GTP binding",small GTPase mediated signal transduction,Plasma Membrane
A0A1Y1VHK7,171,,Ras-domain-containing protein,Piromyces finnis,1754191,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1Y1VMK2,171,,Cell division control protein 42-like protein,Piromyces finnis,1754191,"GTPase activity, GTP binding","cell division, small GTPase mediated signal transduction",nan
A0A1Y2HJ33,171,,Cell division control protein 42 homolog,Catenaria anguillulae PL171,765915,"G protein activity, GTP binding",small GTPase mediated signal transduction,Plasma Membrane
A0A226E3E7,171,,Rho-related protein racG,Folsomia candida (Springtail),158441,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A226ERH9,171,,Rho-related GTP-binding protein RhoB,Folsomia candida (Springtail),158441,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A261XTH8,171,,3'-5' exonuclease domain-containing protein,Bifiguratus adelaidae,1938954,"3'-5' exonuclease activity, GTPase activity, GTP binding, nucleic acid binding",small GTPase mediated signal transduction,nan
A0A267DKF1,171,,Uncharacterized protein,Macrostomum lignano,282301,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A267DT02,171,,Uncharacterized protein,Macrostomum lignano,282301,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A2G8KZW1,171,,Putative cell division control protein 42-like,Stichopus japonicus (Sea cucumber),307972,"GTPase activity, GTP binding","cell division, small GTPase mediated signal transduction",nan
A0A2I2L5A2,171,,GTP ras-related protein Rac1,Orpheovirus IHUMI-LCC2,2023057,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A2J7PI92,171,,Rho-related GTP-binding protein RhoE,Cryptotermes secundus,105785,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A2P6MRX5,171,,GTP--RNA guanylyltransferase,Planoprotostelium fungivorum,1890364,"GTPase activity, GTP binding, mRNA guanylyltransferase activity, polynucleotide 5'-phosphatase activity","7-methylguanosine mRNA capping, small GTPase mediated signal transduction",nan
A0A2T7NSW3,171,,Uncharacterized protein,Pomacea canaliculata (Golden apple snail),400727,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A2Z6QR96,171,,Uncharacterized protein,Rhizophagus clarus,94130,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A397W1X8,171,,"Ras-like GTPase, Rho2 subfamily",Gigaspora rosea,44941,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A3M7PN07,171,,Cell division control,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,"GTPase activity, GTP binding","cell division, small GTPase mediated signal transduction",nan
A0A3M7SZD6,171,,Ras-related C3 botulinum toxin substrate 1,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A3N4LDR3,171,,Uncharacterized protein,Terfezia boudieri ATCC MYA-4762,1051890,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A444UJG8,171,,Rho-related GTP-binding protein RhoU,Acipenser ruthenus (Sterlet sturgeon),7906,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A4E0S1H8,171,,Cell division control protein 42 homolog,Fasciola hepatica (Liver fluke),6192,"G protein activity, GTP binding","cell division, small GTPase mediated signal transduction",Plasma Membrane
A0A4P9X7G4,171,,Cell division control protein 42 homolog,Caulochytrium protostelioides,1555241,"G protein activity, GTP binding",small GTPase mediated signal transduction,Plasma Membrane
A0A4Q9L5Y2,171,,Small Ras GTP-binding protein,Hamiltosporidium magnivora,148818,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A4U5P181,171,,Uncharacterized protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A507BYK2,171,,Cell division control protein 42 homolog,Synchytrium microbalum,1806994,"G protein activity, GTP binding",small GTPase mediated signal transduction,Plasma Membrane
A0A507FAJ2,171,,Uncharacterized protein,Chytriomyces confervae,246404,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A5C3QAV8,171,,Signal transducer,Pterula gracilis,1884261,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A5M3MFL3,171,19200134,Signal transducer,Coniophora puteana (strain RWD-64-598) (Brown rot fungus),741705,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6A5BNU0,171,,Uncharacterized protein,Naegleria fowleri (Brain eating amoeba),5763,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6A5BXT4,171,,Uncharacterized protein,Naegleria fowleri (Brain eating amoeba),5763,"GTPase activity, GTP binding",nan,nan
A0A6A5CAK6,171,,Uncharacterized protein,Naegleria fowleri (Brain eating amoeba),5763,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6J8BB37,171,,CDC42,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A9UXP7,171,5890598,Predicted protein,Monosiga brevicollis (Choanoflagellate),81824,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
B3RJ80,171,6748904,Uncharacterized protein,Trichoplax adhaerens (Trichoplax reptans),10228,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
C3YW53,171,,Uncharacterized protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cell migration, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
C4R775,171,8200893,Non-essential small GTPase of the Rho/Rac subfamily of Ras-like proteins,Komagataella phaffii (strain GS115 / ATCC 20864) (Yeast) (Pichia pastoris),644223,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
D5GC60,171,9181372,Uncharacterized protein,Tuber melanosporum (strain Mel28) (Perigord black truffle),656061,"GTPase activity, GTP binding","establishment or maintenance of actin cytoskeleton polarity, negative regulation of glucose mediated signaling pathway, regulation of fungal-type cell wall (1->3)-alpha-glucan biosynthetic process, small GTPase mediated signal transduction",Other locations
E9GS47,171,,Uncharacterized protein,Daphnia pulex (Water flea),6669,"GTPase activity, GTP binding","Cdc42 protein signal transduction, cell migration, cell projection assembly, endocytosis",nan
I2K1P0,171,,Cell division control protein 42 homolog,Brettanomyces bruxellensis AWRI1499,1124627,"G protein activity, GTP binding","cell division, small GTPase mediated signal transduction",Plasma Membrane
K1QJA1,171,105320900,Cell division control protein 42-like protein,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),29159,"GTPase activity, GTP binding","cell division, small GTPase mediated signal transduction",nan
L8GIH3,171,14913551,Ras family GTPase,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
L8GPX9,171,14915767,Ras subfamily protein,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
M0S406,171,,Uncharacterized protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Nucleus, Plasma Membrane, Other locations"
M0SC77,171,103977456,Uncharacterized protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Nucleus, Plasma Membrane, Other locations"
M0SL52,171,103980631,Uncharacterized protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Nucleus, Plasma Membrane, Other locations"
M0T6S2,171,,Uncharacterized protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Nucleus, Plasma Membrane, Other locations"
M7BUX6,171,102931896,Rho-related GTP-binding protein RhoV,Chelonia mydas (Green sea-turtle) (Chelonia agassizi),8469,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
Q23862,171,8623000,Rho-related protein racE,Dictyostelium discoideum (Slime mold),44689,"GTPase activity, GTP binding, protein kinase binding, signaling adaptor activity","actin filament organization, asexual reproduction, chemotaxis to cAMP, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment or maintenance of cell polarity, mitotic cytokinesis, positive regulation of cytokinesis, positive regulation of protein kinase B signaling, positive regulation of TORC2 signaling, protein localization to cell cortex, Rac protein signal transduction, regulation of actin cytoskeleton organization, regulation of cell shape, regulation of positive chemotaxis to cAMP, sexual reproduction, sorocarp development","Cytoskeleton, Plasma Membrane, Other locations"
Q52WX7,171,553414,Ras-like protein Rnd1a,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cell migration, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
Q874R1,171,3361476,GTP-binding protein rho4,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cellular protein localization, cortical cytoskeleton organization, division septum assembly, establishment or maintenance of cell polarity, fungal-type cell wall organization or biogenesis, positive regulation of septum digestion after cytokinesis, primary cell septum disassembly, regulation of actin cytoskeleton organization, regulation of cell shape, regulation of division septum assembly, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
